Occupation Name,Occupation URL,Tasks
"Court, Municipal, and License Clerks",https://www.onetonline.org/link/summary/43-4031.00,"['Issue public notification of all official activities or meetings.\nRelated occupations', 'Record and maintain all vital and fiscal records and accounts.\nRelated occupations', 'Record case dispositions, court orders, or arrangements made for payment of court fees.\nRelated occupations', 'Answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.\nRelated occupations', 'Prepare meeting agendas or packets of related information.\nRelated occupations', 'Examine legal documents submitted to courts for adherence to laws or court procedures.\nRelated occupations', 'Prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed.\nRelated occupations', 'Answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.\nRelated occupations', 'Code information on license applications for entry into computers.\nRelated occupations', 'Prepare documents recording the outcomes of court proceedings.\nRelated occupations', 'Perform budgeting duties, such as assisting in budget preparation, expenditure review, or budget administration.\nRelated occupations', 'Prepare and issue orders of the court, such as probation orders, release documentation, sentencing information, or summonses.\nRelated occupations', 'Perform record checks on past or current licensees, as required by investigations.\nRelated occupations', 'Perform general office duties, such as taking or transcribing dictation, typing or proofreading correspondence, distributing or filing official forms, or scheduling appointments.\nRelated occupations', 'Instruct parties about timing of court appearances.\nRelated occupations', 'Respond to requests for information from the public, other municipalities, state officials, or state and federal legislative offices.\nRelated occupations', 'Coordinate or maintain office tracking systems for correspondence or follow-up actions.\nRelated occupations', 'Train other workers or coordinate their work, as necessary.\nRelated occupations', 'Research information in the municipal archives upon request of public officials or private citizens.\nRelated occupations', 'Perform contract administration duties, assisting with bid openings or the awarding of contracts.\nRelated occupations', 'Participate in the administration of municipal elections, such as preparation or distribution of ballots, appointment or training of election officers, or tabulation or certification of results.\nRelated occupations', 'Search files and contact witnesses, attorneys, or litigants to obtain information for the court.\nRelated occupations', 'Issue various permits and licenses, such as marriage, fishing, hunting, and dog licenses, and collect appropriate fees.\nRelated occupations', 'Plan or direct the maintenance, filing, safekeeping, or computerization of all municipal documents.\nRelated occupations', 'Prepare dockets or calendars of cases to be called.\nRelated occupations']"
Craft Artists,https://www.onetonline.org/link/summary/27-1012.00,"['Advertise products and work, using media such as internet advertising and brochures.\nRelated occupations', 'Set specifications for materials, dimensions, and finishes.\nRelated occupations', 'Plan and attend craft shows to market products.\nRelated occupations', 'Create prototypes or models of objects to be crafted.\nRelated occupations', 'Confer with customers to assess customer needs or obtain feedback.\nRelated occupations', 'Fabricate patterns or templates to guide craft production.\nRelated occupations', 'Develop product packaging, display, and pricing strategies.\nRelated occupations', 'Research craft trends, venues, and customer buying patterns to inspire designs and marketing strategies.\nRelated occupations', 'Sketch or draw objects to be crafted.\nRelated occupations', 'Develop designs using specialized computer software.\nRelated occupations']"
Crane and Tower Operators,https://www.onetonline.org/link/summary/53-7021.00,"['Clean, lubricate, and maintain mechanisms such as cables, pulleys, or grappling devices, making repairs, as necessary.\nRelated occupations', 'Load or unload bundles from trucks, or move containers to storage bins, using moving equipment.\nRelated occupations', 'Review daily work or delivery schedules to determine orders, sequences of deliveries, or special loading instructions.\nRelated occupations', 'Inspect bundle packaging for conformance to regulations or customer requirements, and remove and batch packaging tickets.\nRelated occupations', 'Direct truck drivers backing vehicles into loading bays and cover, uncover, or secure loads for delivery.\nRelated occupations', 'Weigh bundles, using floor scales, and record weights for company records.\nRelated occupations']"
Credit Analysts,https://www.onetonline.org/link/summary/13-2041.00,"['Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.\nRelated occupations', 'Consult with customers to resolve complaints and verify financial and credit transactions.\nRelated occupations', 'Contact customers to collect payments on delinquent accounts.\nRelated occupations', 'Evaluate customer records and recommend payment plans, based on earnings, savings data, payment history, and purchase activity.\nRelated occupations', 'Review individual or commercial customer files to identify and select delinquent accounts for collection.\nRelated occupations', 'Confer with credit association and other business representatives to exchange credit information.\nRelated occupations']"
"Credit Authorizers, Checkers, and Clerks",https://www.onetonline.org/link/summary/43-4041.00,"[""File sales slips in customers' ledgers for billing purposes.\nRelated occupations"", 'Receive charge slips or credit applications by mail, or receive information from salespeople or merchants by telephone.\nRelated occupations', 'Mail charge statements to customers.\nRelated occupations', 'Examine city directories and public records to verify residence property ownership, bankruptcies, liens, arrest record, or unpaid taxes of applicants.\nRelated occupations', 'Relay credit report information to subscribers by mail or by telephone.\nRelated occupations', 'Prepare credit cards or charge account plates.\nRelated occupations', 'Call customers to collect payment on delinquent accounts.\nRelated occupations', 'Consult with customers to resolve complaints or verify financial or credit transactions.\nRelated occupations', ""Contact former employers and other acquaintances to verify applicants' references, employment, health history, or social behavior.\nRelated occupations"", 'Prepare reports of findings and recommendations.\nRelated occupations', 'Review individual or commercial customer files to identify and select delinquent accounts for collection.\nRelated occupations']"
Credit Counselors,https://www.onetonline.org/link/summary/13-2071.00,"['Recommend strategies for clients to meet their financial goals, such as borrowing money through loans or loan programs, declaring bankruptcy, making budget adjustments, or enrolling in debt management plans.\nRelated occupations', 'Explain general financial topics to clients, such as credit report ratings, bankruptcy laws, consumer protection laws, wage attachments, or collection actions.\nRelated occupations', 'Interview clients by telephone or in person to gather financial information.\nRelated occupations', 'Estimate time for debt repayment, given amount of debt, interest rates, and available funds.\nRelated occupations', 'Prepare written documents to establish contracts with or communicate financial recommendations to clients.\nRelated occupations', 'Maintain or update records of client account activity, including financial transactions, counseling session notes, correspondence, document images, or client inquiries.\nRelated occupations', 'Negotiate with creditors on behalf of clients to arrange for payment adjustments, interest rate reductions, time extensions, or payment plans.\nRelated occupations', 'Advise clients on housing matters, such as housing rental, homeownership, mortgage delinquency, or foreclosure prevention.\nRelated occupations', 'Create action plans to assist clients in obtaining permanent housing via rent or mortgage programs.\nRelated occupations', 'Advise clients or respond to inquiries about financial matters in person or via phone, email, Web site, or Internet chat.\nRelated occupations', 'Review changes to financial, family, or employment situations to determine whether changes to existing debt management plans, spending plans, or budgets are needed.\nRelated occupations', 'Recommend educational materials or resources to clients on matters, such as financial planning, budgeting, or credit.\nRelated occupations', 'Refer clients to social service or community resources for needs beyond those of credit or debt counseling.\nRelated occupations', 'Explain loan information to clients, such as available loan types, eligibility requirements, or loan restrictions.\nRelated occupations', 'Teach courses or seminars on topics, such as budgeting, management of personal finances, or financial literacy.\nRelated occupations', 'Conduct research to help clients avoid repossessions or foreclosures or remove levies or wage garnishments.\nRelated occupations', 'Disburse funds from client accounts to creditors.\nRelated occupations', 'Investigate missing checks, payment histories, held funds, returned checks, or other related issues to resolve client or creditor problems.\nRelated occupations']"
Crematory Operators,https://www.onetonline.org/link/summary/39-4012.00,"['Pick up and handle human or pet remains in a respectful manner.\nRelated occupations', 'Place corpses into crematory machines to reduce remains to bone fragments using flame, heat, or alkaline hydrolysis.\nRelated occupations', 'Pulverize remaining bone fragments into smaller pieces, using specialized equipment, such as a cremulator or grinder.\nRelated occupations', 'Read documentation to confirm the identity of the deceased.\nRelated occupations', 'Remove jewelry, watches, or other personal items from the deceased prior to cremation.\nRelated occupations', 'Sweep or vacuum the cremation chamber to retrieve remains for storage in an urn or other container.\nRelated occupations', 'Transport the deceased to a funeral home or crematory using a van, hearse, or other vehicle.\nRelated occupations']"
"Criminal Justice and Law Enforcement Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1111.00,"['Maintain student attendance records, grades, and other required records.\nRelated occupations', 'Prepare course materials, such as syllabi, homework assignments, and handouts.\nRelated occupations', 'Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.\nRelated occupations', 'Maintain regularly scheduled office hours to advise and assist students.\nRelated occupations', 'Advise students on academic and vocational curricula and on career issues.\nRelated occupations', 'Collaborate with colleagues to address teaching and research issues.\nRelated occupations', 'Participate in student recruitment, registration, and placement activities.\nRelated occupations', 'Select and obtain materials and supplies, such as textbooks.\nRelated occupations', 'Write letters of recommendation for students.\nRelated occupations', 'Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.\nRelated occupations', 'Compile bibliographies of specialized materials for outside reading assignments.\nRelated occupations', 'Participate in campus and community events.\nRelated occupations', 'Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.\nRelated occupations', 'Supervise undergraduate or graduate teaching, internship, and research work.\nRelated occupations', 'Perform administrative duties, such as serving as department head.\nRelated occupations', 'Act as advisers to student organizations.\nRelated occupations', 'Write grant proposals to procure external research funding.\nRelated occupations', 'Provide professional consulting services to government or industry.\nRelated occupations']"
Critical Care Nurses,https://www.onetonline.org/link/summary/29-1141.03,"['Compile and analyze data obtained from monitoring or diagnostic tests.\nRelated occupations', 'Conduct pulmonary assessments to identify abnormal respiratory patterns or breathing sounds that indicate problems.\nRelated occupations', ""Assess patients' pain levels or sedation requirements.\nRelated occupations"", 'Collaborate with other health care professionals to develop and revise treatment plans, based on identified needs and assessment data.\nRelated occupations', ""Document patients' medical histories and assessment findings.\nRelated occupations"", 'Collect specimens for laboratory tests.\nRelated occupations', 'Set up and monitor medical equipment and devices such as cardiac monitors, mechanical ventilators and alarms, oxygen delivery devices, transducers, or pressure lines.\nRelated occupations', 'Administer blood and blood products, monitoring patients for signs and symptoms related to transfusion reactions.\nRelated occupations', ""Advocate for patients' and families' needs, or provide emotional support for patients and their families.\nRelated occupations"", 'Assess family adaptation levels and coping skills to determine whether intervention is needed.\nRelated occupations', ""Perform approved therapeutic or diagnostic procedures, based upon patients' clinical status.\nRelated occupations"", 'Assist physicians with procedures such as bronchoscopy, endoscopy, endotracheal intubation, or elective cardioversion.\nRelated occupations', 'Supervise and monitor unit nursing staff.\nRelated occupations', 'Identify malfunctioning equipment or devices.\nRelated occupations', ""Document patients' treatment plans, interventions, outcomes, or plan revisions.\nRelated occupations"", 'Identify patients at risk of complications due to nutritional status.\nRelated occupations', ""Assess patients' psychosocial status and needs, including areas such as sleep patterns, anxiety, grief, anger, and support systems.\nRelated occupations"", ""Identify patients' age-specific needs and alter care plans as necessary to meet those needs.\nRelated occupations"", 'Participate in professional organizations and continuing education to improve practice knowledge and skills.\nRelated occupations', 'Participate in the development, review, or evaluation of nursing practice protocols.\nRelated occupations', 'Coordinate patient care conferences.\nRelated occupations', 'Provide post-mortem care.\nRelated occupations', 'Plan, provide, or evaluate educational programs for nursing staff, interdisciplinary health care team members, or community members.\nRelated occupations', 'Ensure that equipment or devices are properly stored after use.\nRelated occupations']"
Crossing Guards and Flaggers,https://www.onetonline.org/link/summary/33-9091.00,"['Report unsafe behavior of children to school officials.\nRelated occupations', 'Record license numbers of vehicles disregarding traffic signals, and report infractions to appropriate authorities.\nRelated occupations', 'Distribute traffic control signs and markers at designated points.\nRelated occupations', 'Stop speeding vehicles to warn drivers of traffic laws.\nRelated occupations', 'Learn the location and purpose of street traffic signs within assigned patrol areas.\nRelated occupations', 'Discuss traffic routing plans and control-point locations with superiors.\nRelated occupations', 'Inform drivers of detour routes through construction sites.\nRelated occupations']"
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",https://www.onetonline.org/link/summary/51-9021.00,"['Weigh or measure materials, ingredients, or products at specified intervals to ensure conformance to requirements.\nRelated occupations', 'Record data from operations, testing, and production on specified forms.\nRelated occupations', 'Reject defective products and readjust equipment to eliminate problems.\nRelated occupations', 'Inspect chains, belts, or scrolls for signs of wear.\nRelated occupations', 'Clean work areas.\nRelated occupations', 'Examine materials, ingredients, or products, visually or with hands, to ensure conformance to established standards.\nRelated occupations', 'Read work orders to determine production specifications and information.\nRelated occupations', 'Dislodge and clear jammed materials or other items from machinery and equipment, using hand tools.\nRelated occupations', 'Test samples of materials or products to ensure compliance with specifications, using test equipment.\nRelated occupations', 'Mark bins as to types of mixtures stored.\nRelated occupations', 'Transfer materials, supplies, and products between work areas, using moving equipment and hand tools.\nRelated occupations', 'Add or mix chemicals and ingredients for processing, using hand tools or other devices.\nRelated occupations', 'Collect samples of materials or products for laboratory testing.\nRelated occupations', 'Load materials into machinery and equipment, using hand tools.\nRelated occupations', 'Turn valves to regulate the moisture contents of materials.\nRelated occupations', 'Set mill gauges to specified fineness of grind.\nRelated occupations']"
Curators,https://www.onetonline.org/link/summary/25-4012.00,"['Study, examine, and test acquisitions to authenticate their origin, composition, history, and to assess their current value.\nRelated occupations', 'Inspect premises to assess the need for repairs and to ensure that climate and pest control issues are addressed.\nRelated occupations', 'Write and review grant proposals, journal articles, institutional reports, and publicity materials.\nRelated occupations', ""Design, organize, or conduct tours, workshops, and instructional or educational sessions to acquaint individuals with an institution's facilities and materials.\nRelated occupations"", ""Attend meetings, conventions, and civic events to promote use of institution's services, to seek financing, and to maintain community alliances.\nRelated occupations"", 'Train and supervise curatorial, fiscal, technical, research, and clerical staff, as well as volunteers or interns.\nRelated occupations', 'Confer with the board of directors to formulate and interpret policies, to determine budget requirements, and to plan overall operations.\nRelated occupations', 'Arrange insurance coverage for objects on loan or for special exhibits and recommend changes in coverage for the entire collection.\nRelated occupations', 'Schedule events and organize details, including refreshment, entertainment, decorations, and the collection of any fees.\nRelated occupations', 'Establish specifications for reproductions and oversee their manufacture or select items from commercially available replica sources.\nRelated occupations']"
Customer Service Representatives,https://www.onetonline.org/link/summary/43-4051.00,"['Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.\nRelated occupations', 'Refer unresolved customer grievances to designated departments for further investigation.\nRelated occupations', ""Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.\nRelated occupations"", 'Review insurance policy terms to determine whether a particular loss is covered by insurance.\nRelated occupations', 'Solicit sales of new or additional services or products.\nRelated occupations', 'Compare disputed merchandise with original requisitions and information from invoices and prepare invoices for returned goods.\nRelated occupations', 'Obtain and examine all relevant information to assess validity of complaints and to determine possible causes, such as extreme weather conditions that could increase utility bills.\nRelated occupations', 'Recommend improvements in products, packaging, shipping, service, or billing methods and procedures to prevent future problems.\nRelated occupations']"
Customs and Border Protection Officers,https://www.onetonline.org/link/summary/33-3051.04,"['Institute civil and criminal prosecutions and cooperate with other law enforcement agencies in the investigation and prosecution of those in violation of immigration or customs laws.\nRelated occupations', 'Testify regarding decisions at immigration appeals or in federal court.\nRelated occupations', 'Record and report job-related activities, findings, transactions, violations, discrepancies, and decisions.\nRelated occupations', 'Determine duty and taxes to be paid on goods.\nRelated occupations', 'Collect samples of merchandise for examination, appraisal, or testing.\nRelated occupations', 'Investigate applications for duty refunds and petition for remission or mitigation of penalties when warranted.\nRelated occupations']"
Customs Brokers,https://www.onetonline.org/link/summary/13-1041.08,"['Classify goods according to tariff coding system.\nRelated occupations', 'Stay abreast of changes in import or export laws or regulations by reading current literature, attending meetings or conferences, or conferring with colleagues.\nRelated occupations', 'Sign documents on behalf of clients, using powers of attorney.\nRelated occupations', 'Advise customers on import and export restrictions, tariff systems, insurance requirements, quotas, or other customs-related matters.\nRelated occupations', 'Post bonds for the products being imported or assist clients in obtaining bonds.\nRelated occupations', 'Quote duty and tax rates on goods to be imported, based on federal tariffs and excise taxes.\nRelated occupations', 'Arrange for transportation, warehousing, or product distribution of imported or exported products.\nRelated occupations', 'Monitor or trace the location of goods.\nRelated occupations', 'Confer with officials in various agencies to facilitate clearance of goods through customs and quarantine.\nRelated occupations', 'Inform importers and exporters of steps to reduce duties and taxes.\nRelated occupations', 'Obtain line releases for frequent shippers of low-risk commodities, high-volume entries, or multiple-container loads.\nRelated occupations', 'Provide advice on transportation options, types of carriers, or shipping routes.\nRelated occupations', 'Contract with freight forwarders for destination services.\nRelated occupations', 'Apply for tariff concessions or for duty drawbacks and other refunds.\nRelated occupations', 'Insure cargo against loss, damage, or pilferage.\nRelated occupations', 'Prepare papers for shippers to appeal duty charges.\nRelated occupations', 'Suggest best methods of packaging or labeling products.\nRelated occupations', 'Maintain relationships with customs brokers in other ports to expedite clearing of cargo.\nRelated occupations']"
"Cutters and Trimmers, Hand",https://www.onetonline.org/link/summary/51-9031.00,"['Mark cutting lines around patterns or templates, or follow layout points, using squares, rules, and straightedges, and chalk, pencils, or scribes.\nRelated occupations', 'Mark identification numbers, trademarks, grades, marketing data, sizes, or model numbers on products.\nRelated occupations', 'Unroll, lay out, attach, or mount materials or items on cutting tables or machines.\nRelated occupations', 'Separate materials or products according to size, weight, type, condition, color, or shade.\nRelated occupations', 'Fold or shape materials before or after cutting them.\nRelated occupations', 'Replace or sharpen dulled cutting tools such as saws.\nRelated occupations', 'Lower table-mounted cutters such as knife blades, cutting wheels, or saws to cut items to specified sizes.\nRelated occupations', 'Stack cut items and load them on racks or conveyors or onto trucks.\nRelated occupations', 'Adjust guides and stops to control depths and widths of cuts.\nRelated occupations', 'Count or weigh and bundle items.\nRelated occupations', 'Clean, treat, buff, or polish finished items, using grinders, brushes, chisels, and cleaning solutions and polishing materials.\nRelated occupations', 'Route items to provide cutouts for parts, using portable routers, grinders, and hand tools.\nRelated occupations', 'Transport items to work or storage areas, using carts.\nRelated occupations']"
"Cutting and Slicing Machine Setters, Operators, and Tenders",https://www.onetonline.org/link/summary/51-9032.00,"['Feed stock into cutting machines, onto conveyors, or under cutting blades, by threading, guiding, pushing, or turning handwheels.\nRelated occupations', 'Monitor operation of cutting or slicing machines to detect malfunctions or to determine whether supplies need replenishment.\nRelated occupations', 'Stack and sort cut material for packaging, further processing, or shipping, according to types and sizes of material.\nRelated occupations', 'Adjust machine controls to alter position, alignment, speed, or pressure.\nRelated occupations', 'Remove completed materials or products from cutting or slicing machines, and stack or store them for additional processing.\nRelated occupations', 'Maintain production records, such as quantities, types, and dimensions of materials produced.\nRelated occupations', 'Remove defective or substandard materials from machines, and readjust machine components so that products meet standards.\nRelated occupations', 'Position stock along cutting lines, or against stops on beds of scoring or cutting machines.\nRelated occupations', 'Move stock or scrap to and from machines manually, or by using carts, handtrucks, or lift trucks.\nRelated occupations', 'Select and install machine components, such as cutting blades, rollers, and templates, according to specifications, using hand tools.\nRelated occupations', 'Clean and lubricate cutting machines, conveyors, blades, saws, or knives, using steam hoses, scrapers, brushes, or oil cans.\nRelated occupations', 'Mark cutting lines or identifying information on stock, using marking pencils, rulers, or scribes.\nRelated occupations', 'Type instructions on computer keyboards, push buttons to activate computer programs, or manually set cutting guides, clamps, and knives.\nRelated occupations', 'Change or replace saw blades, cables, cutter heads, and grinding wheels, using hand tools.\nRelated occupations', 'Position width gauge blocks between blades, and level blades and insert wedges into frames to secure blades to frames.\nRelated occupations', 'Direct workers on cutting teams.\nRelated occupations', 'Sharpen cutting blades, knives, or saws, using files, bench grinders, or honing stones.\nRelated occupations', 'Turn cranks or press buttons to activate winches that move cars under sawing cables or saw frames.\nRelated occupations', 'Tighten pulleys or add abrasives to maintain cutting speeds.\nRelated occupations', 'Cut stock manually to prepare for machine cutting, using tools such as knives, cleavers, handsaws, or hammers and chisels.\nRelated occupations']"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",https://www.onetonline.org/link/summary/51-4031.00,"['Test and adjust machine speeds or actions, according to product specifications, using gauges and hand tools.\nRelated occupations', 'Install, align, and lock specified punches, dies, cutting blades, or other fixtures in rams or beds of machines, using gauges, templates, feelers, shims, and hand tools.\nRelated occupations', 'Read work orders or production schedules to determine specifications, such as materials to be used, locations of cutting lines, or dimensions and tolerances.\nRelated occupations', 'Position guides, stops, holding blocks, or other fixtures to secure and direct workpieces, using hand tools and measuring devices.\nRelated occupations', 'Position, align, and secure workpieces against fixtures or stops on machine beds or on dies.\nRelated occupations', 'Load workpieces, plastic material, or chemical solutions into machines.\nRelated occupations', 'Adjust ram strokes of presses to specified lengths, using hand tools.\nRelated occupations', 'Clean and lubricate machines.\nRelated occupations', 'Mark identifying data on workpieces.\nRelated occupations', 'Clean work area.\nRelated occupations', 'Plan sequences of operations, applying knowledge of physical properties of workpiece materials.\nRelated occupations', 'Operate forklifts to deliver materials.\nRelated occupations', 'Lubricate workpieces with oil.\nRelated occupations', 'Turn controls to set cutting speeds, feed rates, or table angles for specified operations.\nRelated occupations', 'Scribe reference lines on workpieces as guides for cutting operations, according to blueprints, templates, sample parts, or specifications.\nRelated occupations', 'Place workpieces on cutting tables, manually or using hoists, cranes, or sledges.\nRelated occupations', 'Turn valves to start flow of coolant against cutting areas or to start airflow that blows cuttings away from kerfs.\nRelated occupations', 'Thread ends of metal coils from reels through slitters and secure ends on recoilers.\nRelated occupations', 'Grind out burrs or sharp edges, using portable grinders, speed lathes, or polishing jacks.\nRelated occupations', 'Remove housings, feed tubes, tool holders, or other accessories to replace worn or broken parts, such as springs or bushings.\nRelated occupations', 'Replace defective blades or wheels, using hand tools.\nRelated occupations', 'Set blade tensions, heights, and angles to perform prescribed cuts, using wrenches.\nRelated occupations', 'Select, clean, and install spacers, rubber sleeves, or cutters on arbors.\nRelated occupations', 'Hand-form, cut, or finish workpieces, using tools such as table saws, hand sledges, or anvils.\nRelated occupations', 'Preheat workpieces, using heating furnaces or hand torches.\nRelated occupations', 'Sharpen dulled blades, using bench grinders, abrasive wheels, or lathes.\nRelated occupations', 'Hone cutters with oilstones to remove nicks.\nRelated occupations']"
Cytogenetic Technologists,https://www.onetonline.org/link/summary/29-2011.01,"['Analyze chromosomes found in biological specimens to aid diagnoses and treatments for genetic diseases such as congenital disabilities, fertility problems, and hematological disorders.\nRelated occupations', 'Harvest cell cultures using substances such as mitotic arrestants, cell releasing agents, and cell fixatives.\nRelated occupations', 'Summarize test results and report to appropriate authorities.\nRelated occupations', 'Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.\nRelated occupations', 'Select or prepare specimens and media for cell cultures using aseptic techniques, knowledge of medium components, or cell nutritional requirements.\nRelated occupations', 'Input details of specimen processing, analysis, and technical issues into logs or laboratory information systems (LIS).\nRelated occupations', 'Prepare slides of cell cultures following standard procedures.\nRelated occupations', 'Input details of specimens into logs or computer systems.\nRelated occupations', 'Select appropriate methods of preparation and storage of media to maintain potential of hydrogen (pH), sterility, or ability to support growth.\nRelated occupations', 'Develop, implement, and monitor quality control and quality assurance programs to ensure accurate and precise test performance and reports.\nRelated occupations', 'Stain slides to make chromosomes visible for microscopy.\nRelated occupations', 'Describe chromosome, FISH and aCGH analysis results in International System of Cytogenetic Nomenclature (ISCN) language.\nRelated occupations', 'Evaluate appropriateness of received specimens for requested tests.\nRelated occupations', 'Create chromosome images using computer imaging systems.\nRelated occupations', 'Recognize and report abnormalities in the color, size, shape, composition, or pattern of cells.\nRelated occupations', 'Determine optimal time sequences and methods for manual or robotic cell harvests.\nRelated occupations', 'Communicate to responsible parties unacceptable specimens and suggest remediation for future submissions.\nRelated occupations', 'Select banding methods to permit identification of chromosome pairs.\nRelated occupations', 'Maintain laboratory equipment such as photomicroscopes, inverted microscopes, and standard darkroom equipment.\nRelated occupations', 'Identify appropriate methods of specimen collection, preservation, or transport.\nRelated occupations', 'Archive case documentation and study materials as required by regulations and laws.\nRelated occupations', 'Supervise subordinate laboratory staff.\nRelated occupations', 'Develop and implement training programs for trainees, medical students, resident physicians or post-doctoral fellows.\nRelated occupations', 'Communicate test results or technical information to patients, physicians, family members, or researchers.\nRelated occupations', 'Extract, measure, dilute as appropriate, label, and prepare DNA for array analysis.\nRelated occupations']"
Cytotechnologists,https://www.onetonline.org/link/summary/29-2011.02,"['Maintain effective laboratory operations by adhering to standards of specimen collection, preparation, or laboratory safety.\nRelated occupations', 'Provide patient clinical data or microscopic findings to assist pathologists in the preparation of pathology reports.\nRelated occupations', 'Assist pathologists or other physicians to collect cell samples by fine needle aspiration (FNA) biopsy or other method.\nRelated occupations', 'Prepare cell samples by applying special staining techniques, such as chromosomal staining, to differentiate cells or cell components.\nRelated occupations', 'Adjust, maintain, or repair laboratory equipment, such as microscopes.\nRelated occupations', 'Assign tasks or coordinate task assignments to ensure adequate performance of laboratory activities.\nRelated occupations', 'Attend continuing education programs that address laboratory issues.\nRelated occupations', 'Examine specimens to detect abnormal hormone conditions.\nRelated occupations']"
Dancers,https://www.onetonline.org/link/summary/27-2031.00,"['Perform classical, modern, or acrobatic dances in productions, expressing stories, rhythm, and sound with their bodies.\nRelated occupations', 'Collaborate with choreographers to refine or modify dance steps.\nRelated occupations', 'Audition for dance roles or for membership in dance companies.\nRelated occupations', 'Attend costume fittings, photography sessions, and makeup calls associated with dance performances.\nRelated occupations', 'Monitor the field of dance to remain aware of current trends and innovations.\nRelated occupations', 'Prepare pointe shoes, by sewing or other means, for use in rehearsals and performance.\nRelated occupations', 'Perform in productions, singing or acting in addition to dancing, if required.\nRelated occupations', 'Teach dance students.\nRelated occupations', 'Devise and choreograph dance for self or others.\nRelated occupations']"
Data Entry Keyers,https://www.onetonline.org/link/summary/43-9021.00,"['Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.\nRelated occupations', 'Maintain logs of activities and completed work.\nRelated occupations', 'Load machines with required input or output media, such as paper, cards, disks, tape, or Braille media.\nRelated occupations', 'Resolve garbled or indecipherable messages, using cryptographic procedures and equipment.\nRelated occupations']"
Data Scientists,https://www.onetonline.org/link/summary/15-2051.00,"['Create graphs, charts, or other visualizations to convey the results of data analysis using specialized software.\nRelated occupations', 'Deliver oral or written presentations of the results of mathematical modeling and data analysis to management or other end users.\nRelated occupations', 'Design surveys, opinion polls, or other instruments to collect data.\nRelated occupations', 'Identify business problems or management objectives that can be addressed through data analysis.\nRelated occupations', 'Identify relationships and trends or any factors that could affect the results of research.\nRelated occupations', 'Identify solutions to business problems, such as budgeting, staffing, and marketing decisions, using the results of data analysis.\nRelated occupations', 'Propose solutions in engineering, the sciences, and other fields using mathematical theories and techniques.\nRelated occupations', 'Read scientific articles, conference papers, or other sources of research to identify emerging analytic trends and technologies.\nRelated occupations', 'Recommend data-driven solutions to key stakeholders.\nRelated occupations', 'Test, validate, and reformulate models to ensure accurate prediction of outcomes of interest.\nRelated occupations', 'Write new functions or applications in programming languages to conduct analyses.\nRelated occupations']"
Data Warehousing Specialists,https://www.onetonline.org/link/summary/15-1243.01,"['Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.\nRelated occupations', 'Provide or coordinate troubleshooting support for data warehouses.\nRelated occupations', 'Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.\nRelated occupations', 'Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.\nRelated occupations', 'Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.\nRelated occupations', 'Create supporting documentation, such as metadata and diagrams of entity relationships, business processes, and process flow.\nRelated occupations', 'Create or implement metadata processes and frameworks.\nRelated occupations', 'Review designs, codes, test plans, or documentation to ensure quality.\nRelated occupations', 'Create plans, test files, and scripts for data warehouse testing, ranging from unit to integration testing.\nRelated occupations', 'Select methods, techniques, or criteria for data warehousing evaluative procedures.\nRelated occupations', 'Implement business rules via stored procedures, middleware, or other technologies.\nRelated occupations', 'Prepare functional or technical documentation for data warehouses.\nRelated occupations', 'Test software systems or applications for software enhancements or new products.\nRelated occupations']"
