Occupation Name,Occupation URL,Tasks
"Allergists and Immunologists 
29-1229.01

",https://www.onetonline.org/link/summary/29-1229.01,"['Diagnose or treat allergic or immunologic conditions.', 'Educate patients about diagnoses, prognoses, or treatments.', 'Order or perform diagnostic tests such as skin pricks and intradermal, patch, or delayed hypersensitivity tests.', 'Prescribe medication such as antihistamines, antibiotics, and nasal, oral, topical, or inhaled glucocorticosteroids.', 'Interpret diagnostic test results to make appropriate differential diagnoses.', ""Document patients' medical histories."", 'Develop individualized treatment plans for patients, considering patient preferences, clinical data, or the risks and benefits of therapies.', 'Provide therapies, such as allergen immunotherapy or immunoglobin therapy, to treat immune conditions.', 'Conduct physical examinations of patients.', 'Assess the risks and benefits of therapies for allergic and immunologic disorders.', 'Coordinate the care of patients with other health care professionals or support staff.', 'Perform allergen provocation tests such as nasal, conjunctival, bronchial, oral, food, or medication challenges.', 'Engage in self-directed learning and continuing education activities.', 'Provide allergy or immunology consultation or education to physicians or other health care providers.', 'Conduct laboratory or clinical research on allergy or immunology topics.', 'Present research findings at national meetings or in peer-reviewed journals.']"
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians 
53-3011.00

",https://www.onetonline.org/link/summary/53-3011.00,"['Remove and replace soiled linens or equipment to maintain sanitary conditions.', 'Drive ambulances or assist ambulance drivers in transporting sick, injured, or convalescent persons.', 'Report facts concerning accidents or emergencies to hospital personnel or law enforcement officials.', 'Place patients on stretchers, and load stretchers into ambulances, usually with assistance from other attendants.', 'Accompany and assist emergency medical technicians on calls.', 'Replace supplies and disposable items on ambulances.', 'Perform minor maintenance on emergency medical services vehicles, such as ambulances.', 'Clean and wash rigs, ambulances, or equipment.', 'Earn and maintain appropriate certifications.', 'Administer first aid, such as bandaging, splinting, or administering oxygen.', 'Restrain or shackle violent patients.']"
"Amusement and Recreation Attendants 
39-3091.00

",https://www.onetonline.org/link/summary/39-3091.00,"['Sell tickets and collect fees from customers.', 'Provide information about facilities, entertainment options, and rules and regulations.', 'Keep informed of shut-down and emergency evacuation procedures.', 'Direct patrons to rides, seats, or attractions.', 'Monitor activities to ensure adherence to rules and safety procedures, or arrange for the removal of unruly patrons.', 'Record details of attendance, sales, receipts, reservations, or repair activities.', 'Maintain inventories of equipment, storing and retrieving items and assembling and disassembling equipment as necessary.', 'Provide assistance to patrons entering or exiting amusement rides, boats, or ski lifts, or mounting or dismounting animals.', 'Clean sporting equipment, vehicles, rides, booths, facilities, or grounds.', 'Inspect equipment to detect wear and damage and perform minor repairs, adjustments, or maintenance tasks, such as oiling parts.', 'Verify, collect, or punch tickets before admitting patrons to venues, such as amusement parks and rides.', 'Fasten safety devices for patrons, or provide them with directions for fastening devices.', 'Announce or describe amusement park attractions to patrons to entice customers to games and other entertainment.', 'Schedule the use of recreation facilities, such as golf courses, tennis courts, bowling alleys, or softball diamonds.', 'Sell and serve refreshments to customers.', 'Rent, sell, or issue sporting equipment and supplies, such as bowling shoes, golf balls, swimming suits, or beach chairs.', 'Operate, drive, or explain the use of mechanical riding devices or other automatic equipment in amusement parks, carnivals, or recreation areas.']"
"Anesthesiologist Assistants 
29-1071.01



",https://www.onetonline.org/link/summary/29-1071.01,"['Provide airway management interventions including tracheal intubation, fiber optics, or ventilary support.', 'Respond to emergency situations by providing cardiopulmonary resuscitation (CPR), basic cardiac life support (BLS), advanced cardiac life support (ACLS), or pediatric advanced life support (PALS).', 'Verify availability of operating room supplies, medications, and gases.', 'Pretest and calibrate anesthesia delivery systems and monitors.', 'Participate in seminars, workshops, or other professional activities to keep abreast of developments in anesthesiology.', 'Control anesthesia levels during procedures.', 'Assist anesthesiologists in monitoring of patients, including electrocardiogram (EKG), direct arterial pressure, central venous pressure, arterial blood gas, hematocrit, or routine measurement of temperature, respiration, blood pressure or heart rate.', 'Administer blood, blood products, or supportive fluids.', ""Collect and document patients' pre-anesthetic health histories."", 'Assist in the provision of advanced life support techniques including those procedures using high frequency ventilation or intra-arterial cardiovascular assistance devices.', ""Monitor and document patients' progress during post-anesthesia period."", 'Administer anesthetic, adjuvant, or accessory drugs under the direction of an anesthesiologist.', 'Assist anesthesiologists in performing anesthetic procedures, such as epidural or spinal injections.', 'Provide clinical instruction, supervision or training to staff in areas such as anesthesia practices.', 'Assist in the application of monitoring techniques, such as pulmonary artery catheterization, electroencephalographic spectral analysis, echocardiography, or evoked potentials.', 'Collect samples or specimens for diagnostic testing.']"
"Anesthesiologists 
29-1211.00

",https://www.onetonline.org/link/summary/29-1211.00,"['Monitor patient before, during, and after anesthesia and counteract adverse reactions or complications.', 'Record type and amount of anesthesia and patient condition throughout procedure.', 'Provide and maintain life support and airway management and help prepare patients for emergency surgery.', 'Administer anesthetic or sedation during medical procedures, using local, intravenous, spinal, or caudal methods.', 'Examine patient, obtain medical history, and use diagnostic tests to determine risk during surgical, obstetrical, and other medical procedures.', 'Position patient on operating table to maximize patient comfort and surgical accessibility.', 'Coordinate administration of anesthetics with surgeons during operation.', 'Decide when patients have recovered or stabilized enough to be sent to another room or ward or to be sent home following outpatient surgery.', 'Confer with other medical professionals to determine type and method of anesthetic or sedation to render patient insensible to pain.', 'Order laboratory tests, x-rays, and other diagnostic procedures.', 'Inform students and staff of types and methods of anesthesia administration, signs of complications, and emergency methods to counteract reactions.', 'Provide medical care and consultation in many settings, prescribing medication and treatment and referring patients for surgery.', 'Manage anesthesiological services, coordinating them with other medical activities and formulating plans and procedures.', 'Diagnose illnesses, using examinations, tests, and reports.', 'Coordinate and direct work of nurses, medical technicians, and other health care providers.', 'Instruct individuals and groups on ways to preserve health and prevent disease.', 'Schedule and maintain use of surgical suite, including operating, wash-up, waiting rooms, or anesthetic and sterilizing equipment.', 'Conduct medical research to aid in controlling and curing disease, to investigate new medications, and to develop and test new medical techniques.']"
"Animal Breeders 
45-2021.00

",https://www.onetonline.org/link/summary/45-2021.00,"['Feed and water animals, and clean and disinfect pens, cages, yards, and hutches.', 'Observe animals in heat to detect approach of estrus and exercise animals to induce or hasten estrus, if necessary.', 'Treat minor injuries and ailments and contact veterinarians to obtain treatment for animals with serious illnesses or injuries.', 'Purchase and stock supplies of feed and medicines.', 'Select animals to be bred, and semen specimens to be used, according to knowledge of animals, genealogies, traits, and desired offspring characteristics.', 'Examine animals to detect symptoms of illness or injury.', 'Build hutches, pens, and fenced yards.', 'Record animal characteristics such as weights, growth patterns, and diets.', 'Brand, tattoo, or tag animals to allow animal identification.', 'Arrange for sale of animals and eggs to hospitals, research centers, pet shops, and food processing plants.', 'Place vaccines in drinking water, inject vaccines, or dust air with vaccine powder to protect animals from diseases.', 'Bathe and groom animals.', 'Exercise animals to keep them in healthy condition.', ""Adjust controls to maintain specific building temperatures required for animals' health and safety."", 'Maintain logs of semen specimens used and animals bred.', 'Inject prepared animal semen into female animals for breeding purposes, by inserting nozzle of syringe into vagina and depressing syringe plunger.', 'Clip or shear hair on animals.', 'Package and label semen to be used for artificial insemination, recording information such as the date, source, quality, and concentration.', 'Exhibit animals at shows.', 'Measure specified amounts of semen into calibrated syringes, and insert syringes into inseminating guns.', 'Examine semen microscopically to assess and record density and motility of gametes, and dilute semen with prescribed diluents, according to formulas.']"
"Animal Caretakers 
39-2021.00



",https://www.onetonline.org/link/summary/39-2021.00,"['Feed and water animals according to schedules and feeding instructions.', 'Provide treatment to sick or injured animals, or contact veterinarians to secure treatment.', 'Examine and observe animals to detect signs of illness, disease, or injury.', 'Mix food, liquid formulas, medications, or food supplements according to instructions, prescriptions, and knowledge of animal species.', 'Do facility laundry and clean, organize, maintain, and disinfect animal quarters, such as pens and stables, and equipment, such as saddles and bridles.', 'Exercise animals to maintain their physical and mental health.', 'Collect and record animal information, such as weight, size, physical condition, treatments received, medications given, and food intake.', 'Respond to questions from patrons, and provide information about animals, such as behavior, habitat, breeding habits, or facility activities.', 'Answer telephones and schedule appointments.', ""Advise pet owners on how to care for their pets' health."", 'Perform animal grooming duties, such as washing, brushing, clipping, and trimming coats, cutting nails, and cleaning ears.', 'Observe and caution children petting and feeding animals in designated areas to ensure the safety of humans and animals.', 'Clean and disinfect surgical equipment.', 'Find homes for stray or unwanted animals.', ""Discuss with clients their pets' grooming needs."", 'Transfer animals between enclosures to facilitate breeding, birthing, shipping, or rearrangement of exhibits.', 'Adjust controls to regulate specified temperature and humidity of animal quarters, nurseries, or exhibit areas.', 'Anesthetize and inoculate animals, according to instructions.', 'Install, maintain, and repair animal care facility equipment, such as infrared lights, feeding devices, and cages.', 'Train animals to perform certain tasks.', 'Order, unload, and store feed and supplies.', 'Sell pet food and supplies.']"
"Animal Control Workers 
33-9011.00

",https://www.onetonline.org/link/summary/33-9011.00,"['Investigate reports of animal attacks or animal cruelty, interviewing witnesses, collecting evidence, and writing reports.', 'Capture and remove stray, uncontrolled, or abused animals from undesirable conditions, using nets, nooses, or tranquilizer darts as necessary.', 'Supply animals with food, water, and personal care.', 'Write reports of activities, and maintain files of impoundments and dispositions of animals.', 'Prepare for prosecutions related to animal treatment, and give evidence in court.', 'Examine animals for injuries or malnutrition, and arrange for any necessary medical treatment.', 'Contact animal owners to inform them that their pets are at animal holding facilities.', 'Educate the public about animal welfare, and animal control laws and regulations.', 'Clean facilities and equipment such as dog pens and animal control trucks.', 'Remove captured animals from animal-control service vehicles and place animals in shelter cages or other enclosures.', 'Issue warnings or citations in connection with animal-related offenses, or contact police to report violations and request arrests.', 'Examine animal licenses, and inspect establishments housing animals for compliance with laws.', 'Euthanize rabid, unclaimed, or severely injured animals.', 'Answer inquiries from the public concerning animal control operations.', 'Organize the adoption of unclaimed animals.']"
"Animal Scientists 
19-1011.00



",https://www.onetonline.org/link/summary/19-1011.00,"['Study nutritional requirements of animals and nutritive values of animal feed materials.', 'Write up or orally communicate research findings to the scientific community, producers, and the public.', 'Develop improved practices in feeding, housing, sanitation, or parasite and disease control of animals.', 'Advise producers about improved products and techniques that could enhance their animal production efforts.', 'Conduct research concerning animal nutrition, breeding, or management to improve products or processes.', 'Study effects of management practices, processing methods, feed, or environmental conditions on quality and quantity of animal products, such as eggs and milk.', 'Research and control animal selection and breeding practices to increase production efficiency and improve animal quality.', 'Determine genetic composition of animal populations and heritability of traits, using principles of genetics.', 'Crossbreed animals with existing strains or cross strains to obtain new combinations of desirable characteristics.']"
"Animal Trainers 
39-2011.00



",https://www.onetonline.org/link/summary/39-2011.00,"['Cue or signal animals during performances.', 'Talk to or interact with animals to familiarize them to human voices or contact.', 'Conduct training programs to develop or maintain desired animal behaviors for competition, entertainment, obedience, security, riding, or related purposes.', 'Feed or exercise animals or provide other general care, such as cleaning or maintaining holding or performance areas.', ""Observe animals' physical conditions to detect illness or unhealthy conditions requiring medical care."", 'Evaluate animals to determine their temperaments, abilities, or aptitude for training.', 'Administer prescribed medications to animals.', 'Keep records documenting animal health, diet, or behavior.', 'Evaluate animals for trainability and ability to perform.', 'Advise animal owners regarding the purchase of specific animals.', 'Train horses or other equines for riding, harness, show, racing, or other work, using knowledge of breed characteristics, training methods, performance standards, and the peculiarities of each animal.', 'Use oral, spur, rein, or hand commands to condition horses to carry riders or to pull horse-drawn equipment.', 'Retrain horses to break bad habits, such as kicking, bolting, or resisting bridling or grooming.', 'Train dogs in human assistance or property protection duties.', 'Organize or conduct animal shows.']"
"Anthropologists and Archeologists 
19-3091.00

",https://www.onetonline.org/link/summary/19-3091.00,"['Collect information and make judgments through observation, interviews, and review of documents.', 'Teach or mentor undergraduate and graduate students in anthropology or archeology.', 'Write about and present research findings for a variety of specialized and general audiences.', 'Plan and direct research to characterize and compare the economic, demographic, health care, social, political, linguistic, and religious institutions of distinct cultural groups, communities, and organizations.', 'Create data records for use in describing and analyzing social patterns and processes, using photography, videography, and audio recordings.', 'Train others in the application of ethnographic research methods to solve problems in organizational effectiveness, communications, technology development, policy making, and program planning.', 'Identify culturally specific beliefs and practices affecting health status and access to services for distinct populations and communities, in collaboration with medical and public health officials.', 'Apply traditional ecological knowledge and assessments of culturally distinctive land and resource management institutions to assist in the resolution of conflicts over habitat protection and resource enhancement.', 'Lead field training sites and train field staff, students, and volunteers in excavation methods.', 'Conduct participatory action research in communities and organizations to assess how work is done and to design work systems, technologies, and environments.', 'Develop and test theories concerning the origin and development of past cultures.', 'Research, survey, or assess sites of past societies and cultures in search of answers to specific research questions.', 'Write grant proposals to obtain funding for research.', 'Advise government agencies, private organizations, and communities regarding proposed programs, plans, and policies and their potential impacts on cultural institutions, organizations, and communities.', 'Organize public exhibits and displays to promote public awareness of diverse and distinctive cultural traditions.', 'Collaborate with economic development planners to decide on the implementation of proposed development policies, plans, and programs based on culturally institutionalized barriers and facilitating circumstances.', 'Develop intervention procedures, using techniques such as individual and focus group interviews, consultations, and participant observation of social interaction.', 'Enhance the cultural sensitivity of elementary and secondary curricula and classroom interactions in collaboration with educators and teachers.', 'Study archival collections of primary historical sources to help explain the origins and development of cultural patterns.', 'Formulate general rules that describe and predict the development and behavior of cultures and social institutions.', 'Record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary.', 'Assess archeological sites for resource management, development, or conservation purposes and recommend methods for site protection.', 'Gather and analyze artifacts and skeletal remains to increase knowledge of ancient cultures.', 'Compare findings from one site with archeological data from other sites to find similarities or differences.', ""Describe artifacts' physical properties or attributes, such as the materials from which artifacts are made and their size, shape, function, and decoration."", 'Collect artifacts made of stone, bone, metal, and other materials, placing them in bags and marking them to show where they were found.', 'Study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance.', 'Consult site reports, existing artifacts, and topographic maps to identify archeological sites.', 'Clean, restore, and preserve artifacts.', 'Participate in forensic activities, such as tooth and bone structure identification, in conjunction with police departments and pathologists.']"
"Anthropology and Archeology Teachers, Postsecondary 
25-1061.00

",https://www.onetonline.org/link/summary/25-1061.00,"['Conduct research in a particular field of knowledge and present findings in professional journals, books, electronic media, or at professional conferences.', 'Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.', 'Prepare and deliver lectures to undergraduate or graduate students on topics such as research methods, urban anthropology, and language and culture.', 'Initiate, facilitate, and moderate classroom discussions.', ""Evaluate and grade students' class work, assignments, and papers."", 'Prepare course materials, such as syllabi, homework assignments, and handouts.', 'Advise students on academic and vocational curricula, career issues, and laboratory and field research.', 'Maintain student attendance records, grades, and other required records.', 'Compile, administer, and grade examinations, or assign this work to others.', 'Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.', ""Supervise students' laboratory or field work."", 'Supervise undergraduate or graduate teaching, internship, and research work.', ""Write grant proposals to procure external research funding and review others' grant proposals."", 'Maintain regularly scheduled office hours to advise and assist students.', 'Write letters of recommendation for students.', 'Select and obtain materials and supplies, such as textbooks and laboratory equipment.', 'Collaborate with colleagues to address teaching and research issues.', 'Perform administrative duties, such as serving as department head.', 'Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.', 'Compile bibliographies of specialized materials for outside reading assignments.', 'Review manuscripts for publication in books and professional journals.', 'Participate in student recruitment, registration, and placement activities.', 'Participate in campus and community events.', 'Conduct ethnographic field research.', 'Provide professional consulting services to government or industry.', 'Act as advisers to student organizations.']"
"Appraisers and Assessors of Real Estate 
13-2023.00



",https://www.onetonline.org/link/summary/13-2023.00,"['Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.', 'Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.', 'Inspect new construction and major improvements to existing structures to determine values.', 'Collect and analyze relevant data to identify real estate market trends.', 'Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.', 'Explain assessed values to property owners and defend appealed assessments at public hearings.', 'Identify the ownership of each piece of taxable property.', 'Inspect properties, considering factors such as market value, location, and building or replacement costs to determine appraisal value.', 'Complete and maintain assessment rolls that show the assessed values and status of all property in a municipality.', 'Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.', 'Explain real and personal property taxes to property owners.', 'Conduct regular reviews of property within jurisdictions to determine changes in property due to construction or demolition.', 'Establish uniform and equitable systems for assessing all classes and kinds of property.', 'Examine income records and operating costs of income properties.', 'Evaluate land and neighborhoods where properties are situated, considering locations and trends or impending changes that could influence future values.', 'Maintain familiarity with aspects of local real estate markets.', 'Search public records for transactions such as sales, leases, and assessments.', 'Check building codes and zoning bylaws to determine any effects on the properties being appraised.', 'Verify legal descriptions of properties by comparing them to county records.', 'Interview persons familiar with properties and immediate surroundings, such as contractors, home owners, and realtors, to obtain pertinent information.', 'Photograph interiors and exteriors of properties to assist in estimating property value, substantiate findings, and complete appraisal reports.', 'Obtain county land values and sales information about nearby properties to aid in establishment of property values.', 'Examine the type and location of nearby services, such as shopping centers, schools, parks, and other neighborhood features, to evaluate their impact on property values.', 'Estimate building replacement costs, using building valuation manuals and professional cost estimators.', 'Draw land diagrams to be used in appraisal reports to support findings.', 'Testify in court as to the value of a piece of real estate property.', 'Calculate tax bills for properties by multiplying assessed values by jurisdiction tax rates.', 'Approve applications for property tax exemptions or deductions.', 'Analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.', 'Determine taxability of properties, using methods such as field inspection, structural measurement, calculation, sales analysis, market trend studies, and income and expense analysis.']"
"Appraisers of Personal and Business Property 
13-2022.00



",https://www.onetonline.org/link/summary/13-2022.00,"['Calculate the value of property based on comparisons to recent sales, estimated cost to reproduce, and anticipated property income streams.', 'Create and maintain a database of completed appraisals.', 'Determine the appropriate type of valuation to make, such as fair market, replacement, or liquidation, based on the needs of the property owner.', 'Document physical characteristics of property such as measurements, quality, and design.', 'Forecast the value of property.', 'Inspect personal or business property.', 'Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.', 'Recommend loan amounts based on the value of property being used as collateral.', 'Take photographs of property.', 'Testify in court as to the value of a piece of tangible property.', 'Update appraisals when property has been improved, damaged, or has otherwise changed.', 'Verify that property matches legal descriptions or certifications.', 'Write and submit appraisal reports for property, such as jewelry, art, antiques, collectibles, and equipment.', 'Write descriptions of the property being appraised.']"
"Arbitrators, Mediators, and Conciliators 
23-1022.00



",https://www.onetonline.org/link/summary/23-1022.00,"['Prepare written opinions or decisions regarding cases.', 'Apply relevant laws, regulations, policies, or precedents to reach conclusions.', 'Conduct hearings to obtain information or evidence relative to disposition of claims.', 'Determine extent of liability according to evidence, laws, or administrative or judicial precedents.', 'Rule on exceptions, motions, or admissibility of evidence.', 'Confer with disputants to clarify issues, identify underlying concerns, and develop an understanding of their respective needs and interests.', ""Use mediation techniques to facilitate communication between disputants, to further parties' understanding of different perspectives, and to guide parties toward mutual agreement."", 'Conduct initial meetings with disputants to outline the arbitration process, settle procedural matters, such as fees, or determine details, such as witness numbers or time requirements.', 'Evaluate information from documents, such as claim applications, birth or death certificates, or physician or employer records.', 'Research laws, regulations, policies, or precedent decisions to prepare for hearings.', 'Issue subpoenas or administer oaths to prepare for formal hearings.', 'Set up appointments for parties to meet for mediation.', 'Recommend acceptance or rejection of compromise settlement offers.', 'Prepare settlement agreements for disputants to sign.', 'Authorize payment of valid claims.', 'Interview claimants, agents, or witnesses to obtain information about disputed issues.', 'Conduct studies of appeals procedures to ensure adherence to legal requirements or to facilitate disposition of cases.', 'Specialize in the negotiation and resolution of environmental conflicts involving issues such as natural resource allocation or regional development planning.', 'Organize or deliver public presentations about mediation to organizations, such as community agencies or schools.', 'Participate in court proceedings.']"
"Architects, Except Landscape and Naval 
17-1011.00



",https://www.onetonline.org/link/summary/17-1011.00,"['Develop final construction plans that include aesthetic representations of the structure or details for its construction.', 'Prepare scale drawings or architectural designs, using computer-aided design or other tools.', 'Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.', 'Consult with clients to determine functional or spatial requirements of structures.', 'Meet with clients to review or discuss architectural drawings.', 'Monitor the work of specialists, such as electrical engineers, mechanical engineers, interior designers, or sound specialists to ensure optimal form or function of designs or final structures.', 'Integrate engineering elements into unified architectural designs.', 'Plan layouts of structural architectural projects.', 'Conduct periodic on-site observations of construction work to monitor compliance with plans.', 'Prepare contract documents for building contractors.', 'Plan or design structures such as residences, office buildings, theatres, factories, or other structural properties in accordance with environmental, safety, or other regulations.', 'Direct activities of technicians engaged in preparing drawings or specification documents.', 'Administer construction contracts.', 'Create three-dimensional or interactive representations of designs, using computer-assisted design software.', 'Represent clients in obtaining bids or awarding construction contracts.', 'Develop marketing materials, proposals, or presentations to generate new work opportunities.', 'Perform predesign services, such as feasibility or environmental impact studies.', 'Design structures that incorporate environmentally friendly building practices or concepts, such as Leadership in Energy and Environmental Design (LEED) standards.', 'Design or plan construction of green building projects to minimize adverse environmental impact or conserve energy.', ""Gather information related to projects' environmental sustainability or operational efficiency."", 'Inspect proposed building sites to determine suitability for construction.', 'Design environmentally sound structural upgrades to existing buildings, such as natural lighting systems, green roofs, or rainwater collection systems.', 'Calculate potential energy savings by comparing estimated energy consumption of proposed design to baseline standards.', 'Prepare operating and maintenance manuals, studies, or reports.']"
"Architectural and Civil Drafters 
17-3011.00

",https://www.onetonline.org/link/summary/17-3011.00,"['Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.', 'Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.', 'Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.', 'Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.', 'Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.', 'Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.', 'Supervise and train other technologists, technicians, and drafters.', 'Determine the order of work and method of presentation, such as orthographic or isometric drawing.', 'Finish and duplicate drawings and documentation packages according to required mediums and specifications for reproduction, using blueprinting, photography, or other duplicating methods.', 'Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.', 'Correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysical prospecting reports.', 'Check dimensions of materials to be used and assign numbers to lists of materials.', 'Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.', 'Supervise or conduct field surveys, inspections, or technical investigations to obtain data required to revise construction drawings.', 'Explain drawings to production or construction teams and provide adjustments as necessary.', 'Obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.', 'Determine quality, cost, strength, and quantity of required materials, and enter figures on materials lists.', 'Locate and identify symbols on topographical surveys to denote geological and geophysical formations or oil field installations.', 'Create freehand drawings and lettering to accompany drawings.', 'Calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving operations.', 'Prepare colored drawings of landscape and interior designs for presentation to client.', 'Calculate weights, volumes, and stress factors and their implications for technical aspects of designs.', 'Plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordings and other data, representing depth, degree, and direction of inclination.', 'Reproduce drawings on copy machines or trace copies of plans and drawings, using transparent paper or cloth, ink, pencil, and standard drafting instruments.', 'Calculate heat loss and gain of buildings and structures to determine required equipment specifications, following standard procedures.', ""Prepare cost estimates, contracts, bidding documents, and technical reports for specific projects under an architect's or engineer's supervision."", 'Represent architect or engineer on construction site, ensuring builder compliance with design specifications and advising on design corrections, under supervision.', 'Review rough sketches, drawings, specifications, and other engineering data to ensure that they conform to design concepts.']"
